NUCCORE_ACC	NUCCORE_CreateDate	NUCCORE_GC	BIOSAMPLE_Host	BIOSAMPLE_Host_processed	BIOSAMPLE_IsolationSource	NUCCORE_Length	BIOSAMPLE_Location	BIOSAMPLE_SampleType	NUCCORE_Topology	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	TAXONOMY_class	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_taxon_name	TAXONOMY_order	TAXONOMY_phylum	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_superkingdom	D1	D2
NZ_CP122657.1	2023-05-18	0.4970259735615606	Sus scrofa		feces	83893	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(40?);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8302765	3.3276641000000002
NZ_CP122651.1	2023-05-17	0.5120811855670103	Sus scrofa		feces	31040	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, 	IncF RST(F10:A-:B-):FIA(-);FIB(-);FIC(5?);FII(10);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.463160500000001	3.4885745000000004
NZ_CP122650.1	2023-05-17	0.4546540601426767	Sus scrofa		feces	58594	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, |IncX1_1, EU370913, 	IncF RST(F14:A-:B-):FIA(-);FIB(-);FIC(-);FII(14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.1192627	3.3509462
NZ_CP122647.1	2023-05-17	0.4546556078913236	Sus scrofa		feces	58596	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, |IncX1_1, EU370913, 	IncF RST(F14:A-:B-):FIA(-);FIB(-);FIC(-);FII(14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.147476999999999	3.3468709999999997
NZ_CP122646.1	2023-05-17	0.5302781427945685	Sus scrofa		feces	36528	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, 	IncF RST(F10:A-:B-):FIA(-);FIB(-);FIC(5?);FII(10);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.46836	3.4794757000000005
NZ_CP122644.1	2023-05-17	0.5164947652119829	Sus scrofa		feces	77176	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.5558076000000005	4.4667959999999995
NZ_CP122638.1	2023-05-17	0.518791017706561	Sus scrofa		feces	106966	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F110:A-:B42):FIA(-);FIB(42);FIC(-);FII(110);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.367115	3.5783348
NZ_CP122637.1	2023-05-17	0.5098748342821493	Sus scrofa		feces	102584	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.414553	4.3165574
NZ_CP122633.1	2023-05-17	0.4972127006390394	Sus scrofa		feces	139741	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.461527	2.8628635
NZ_CP122627.1	2023-05-17	0.4290514238885474	Sus scrofa		feces	24405	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pEH01)_1, CP063521.1, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	8.776909	-8.100414
NZ_CP122622.1	2023-05-17	0.4866705891127261	Sus scrofa		feces	120673	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII(pCoo)_1, CR942285, |IncX1_1, EU370913, 	IncF RST(F43:A-:B-):FIA(-);FIB(-);FIC(3?);FII(43);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.259550599999999	3.4416462999999995
NZ_CP122619.1	2023-05-17	0.5105325396348185	Sus scrofa		feces	149679	Belgium		circular	50.6402809	4.6667144999999985	Belgium	IncFII_1, AY458016, |IncQ1_1, M28829, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F2:A-:B1):FIA(-);FIB(1);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.636474	2.5795996
NZ_CP122607.1	2023-05-17	0.4861349198346274	Sus scrofa		feces	19834	Netherlands		circular	52.2379891	5.5346074	Netherlands	IncFII(pCoo)_1, CR942285, 	IncF RST(F10:A-:B-):FIA(-);FIB(-);FIC(5?);FII(10);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4605308	3.5271462999999996
NZ_CP122605.1	2023-05-17	0.4554572763684913	Sus scrofa		feces	59920	Netherlands		circular	52.2379891	5.5346074	Netherlands	IncFII(pCoo)_1, CR942285, |IncX1_1, EU370913, 	IncF RST(F14:A-:B-):FIA(-);FIB(-);FIC(-);FII(14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.1374044	3.335775
NZ_CP122603.1	2023-05-18	0.4860845013612987	Sus scrofa		feces	19834	Netherlands		circular	52.2379891	5.5346074	Netherlands	IncFII(pCoo)_1, CR942285, 	IncF RST(F10:A-:B-):FIA(-);FIB(-);FIC(5?);FII(10);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.484917	3.5306382000000007
NZ_CP122601.1	2023-05-18	0.4554709927231457	Sus scrofa		feces	59916	Netherlands		circular	52.2379891	5.5346074	Netherlands	IncFII(pCoo)_1, CR942285, |IncX1_1, EU370913, 	IncF RST(F14:A-:B-):FIA(-);FIB(-);FIC(-);FII(14);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.145759	3.3515550000000003
NZ_CP122592.1	2023-05-17	0.4883324365713339	Sus scrofa		feces	120805	Netherlands		circular	52.2379891	5.5346074	Netherlands	IncFII(29)_1, CP003035, |IncX1_1, EU370913, 	IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(5?);FII(30);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.2857237	3.4361897000000003
NZ_CP122519.1	2023-04-23	0.46649723950574			Waterfowl manure	114110	China:Sichuan	pure culture	circular	30.500000099999998	102.4999999	China,Sichuan	IncFIB(H89-PhagePlasmid)_1, HG530657, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	11.345941999999999	-9.18224
NZ_CP122518.1	2023-04-23	0.4985805564218826			Waterfowl manure	125049	China:Sichuan	pure culture	circular	30.500000099999998	102.4999999	China,Sichuan	IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, 	IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.452083	3.113261
NZ_CP122509.1	2023-06-07	0.5235329444768948	pig			121553	China:Guangdong	Microbial culture	circular	23.135769399999997	113.19826880000001	China,Guangdong	IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B1):FIA(1,6);FIB(1);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.760824	4.662294999999999
NZ_CP122500.1	2023-06-07	0.5222460900142716	chicken			135934	China:Guangdong	Microbial culture	linear	23.135769399999997	113.19826880000001	China,Guangdong	IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B1):FIA(4,20);FIB(1);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.8727979999999995	4.5810002999999995
NZ_CP122497.1	2023-06-07	0.4862410925260945	duck			107494	China:Guangdong	Microbial culture	circular	23.135769399999997	113.19826880000001	China,Guangdong	IncFIB(pHCM2)_1, AL513384, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	5.0080895	-7.4187007
NZ_CP122495.1	2023-06-07	0.5303582966838276	pig			95954	China:Guangdong	Microbial culture	circular	23.135769399999997	113.19826880000001	China,Guangdong	IncFII(pHN7A8)_1, JN232517, |IncX1_1, EU370913, 	IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.566367999999999	3.8656452000000003
NZ_CP122493.1	2023-06-07	0.5033195921024083	pig			207405	China:Guangdong	Microbial culture	linear	23.135769399999997	113.19826880000001	China,Guangdong	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F34:A-:B8):FIA(-);FIB(8);FIC(-);FII(34);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-9.1123295	3.0178266
NZ_CP122456.1	2023-05-20	0.4985751628385327			Human urine sample	93344	USA	Bacteria	circular	39.7837304	-100.4458825	USA	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.821548	3.5713197999999995
NZ_CP122453.1	2023-05-20	0.4985751628385327			Human urine sample	93344	USA	Bacteria	circular	39.7837304	-100.4458825	USA	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8043857	3.5464954
NZ_CP122450.1	2023-05-20	0.4989096726826435			Human urine sample	91257	USA	Bacteria	circular	39.7837304	-100.4458825	USA	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.851804	3.6057413
NZ_CP121362.1	2023-04-12	0.5279856483854434	Sus scrofa domesticus		feces	78040	Switzerland	feces	circular	46.7985624	8.231973599999998	Switzerland	IncFII(pCoo)_1, CR942285, 	IncF RST(F110:A-:B-):FIA(-);FIB(-);FIC(-);FII(110);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.3195815	3.5723337999999996
NZ_CP121360.1	2023-04-12	0.508487029859011	Sus scrofa domesticus		feces	93908	Switzerland	feces	circular	46.7985624	8.231973599999998	Switzerland	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(C2:A-:B-):FIA(-);FIB(42?);FIC(2);FII(~89);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.160069999999999	3.4613369
NZ_CP121359.1	2023-04-12	0.4934752204317422	Sus scrofa domesticus		feces	82225	Switzerland	feces	circular	46.7985624	8.231973599999998	Switzerland	IncFII(pSE11)_1, AP009242, 	IncF RST(F108:A-:B-):FIA(-);FIB(-);FIC(-);FII(108);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.520969999999999	2.8614597
NZ_CP121200.1	2023-04-10	0.5197331404227956	bovine			124410	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.924591	2.9541998
NZ_CP121156.1	2023-04-10	0.5197331404227956	bovine			124410	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.911272500000001	2.969005
NZ_CP121154.1	2023-04-10	0.5197331404227956	bovine			124410	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.931451299999999	2.9455442
NZ_CP121152.1	2023-04-10	0.483157916939107	bovine			142233	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIB(AP001918)_1, AP001918, |IncX1_1, EU370913, |IncFII_1, AY458016, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.079868	2.8269507999999997
NZ_CP121148.1	2023-04-10	0.5197331404227956	chicken			124410	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.927179300000001	2.9539685
NZ_CP121088.1	2023-04-09	0.5019792536067724	Homo sapiens		blood	167740	Italy: Verona		circular	45.45227	10.98564		IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(--:A-:B-):FIA(5,6);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.609983999999999	3.2465487
NZ_CP120945.1	2023-04-06	0.4763838960869707	Homo sapiens			92077			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B-):FIA(-);FIB(44?);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O157:H7 str. EDL933	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O157:H7_str._EDL933 (155864)	Bacteria (2)	-17.596624	-4.872315400000001
NZ_CP120634.1	2023-04-04	0.5094356222231997			human clinical specimen	113665	USA: Michigan	whole organism	circular	43.6211955	-84.6824346	USA,Michigan	IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(29)_1, CP003035, 	IncF RST(F29:A-:B10):FIA(-);FIB(10);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.8824167	5.3612795
NZ_CP120569.1	2023-04-04	0.4944413295955146	Homo sapiens		feces	124850	Czech Republic	isolate	circular	49.816700299999994	15.4749544	Czech Republic	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(8?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.507626	3.0613139
NZ_CP120564.1	2023-04-04	0.4866951245441015	Homo sapiens		feces	122286	Czech Republic	isolate	circular	49.816700299999994	15.4749544	Czech Republic	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(F18:A-:B-):FIA(-);FIB(62?);FIC(~4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.263219	2.7816672000000002
NZ_CP120558.1	2023-04-04	0.4973116184835969	Homo sapiens		feces	128330	Czech Republic	isolate	circular	49.816700299999994	15.4749544	Czech Republic	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F64:A-:B-):FIA(-);FIB(27?);FIC(5?);FII(64);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.96545	3.004061
NZ_CP120551.1	2023-04-04	0.5120301914011179	Homo sapiens		feces	77638	Czech Republic	isolate	circular	49.816700299999994	15.4749544	Czech Republic	IncFII(pRSB107)_1, AJ851089, 	IncF RST(F4:A-:B-):FIA(-);FIB(-);FIC(3?);FII(4);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.016318	4.010374
NZ_CP120550.1	2023-04-04	0.4942393910958189	Homo sapiens		feces	153456	Czech Republic	isolate	circular	49.816700299999994	15.4749544	Czech Republic	IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A6:B-):FIA(6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.617792	3.2599828
NZ_CP119748.1	2023-03-22	0.5047218663454826	chicken			130351	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(-);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.466476	3.1439470000000003
NZ_CP119745.1	2023-03-22	0.4700602514195036	bovine			80662	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII(pHN7A8)_1, JN232517, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(~56);FIC(-);FII(~40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.45486	3.5946326
NZ_CP119744.1	2023-03-22	0.5193379038976943	bovine			99623	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.597197	4.426609
NZ_CP119739.1	2023-03-22	0.4700711646705844	bovine			80658	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII(pHN7A8)_1, JN232517, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(~56);FIC(-);FII(~40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.586819599999999	3.6134148
NZ_CP119738.1	2023-03-22	0.5189747368630692	bovine			100423	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.606368499999999	4.4316273
NZ_CP119736.1	2023-03-22	0.508205645959536	bovine			101028	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFII(29)_1, CP003035, |IncX1_1, EU370913, 	IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(5?);FII(30);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.512764	3.5775099999999997
NZ_CP119732.1	2023-03-22	0.5047218663454826	chicken			130351	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(~1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.463067	3.1261206
NZ_CP119728.1	2023-03-22	0.5047218663454826	chicken			130351	China:Hebei	pure culture	circular	39.0000001	116	China,Hebei	IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(~1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.453981	3.1360395
